id x y z vx vy vz fx fy fz c_apE 
86 6.09195 13.7299 3.38293 -3.05652 1.5729 -0.629497 -1.15402 -0.158482 -0.573983 -5.09742 
87 1.51527 5.9089 8.32655 1.29129 -2.43907 0.0299939 -0.764233 0.523284 0.420664 -5.15174 
88 5.9169 13.5663 8.18549 -0.322333 -2.14209 1.20808 0.252474 0.337931 -0.325469 -5.02004 
89 1.31075 6.02008 12.7754 -0.954973 -2.70638 0.39948 1.48317 -0.66143 -0.41887 -5.06344 
90 5.8575 13.6349 12.9876 0.558105 -0.315481 1.89605 0.730687 -0.17229 0.023681 -5.0965 
91 7.28992 0.890102 3.49395 5.96378 -2.12932 3.27899 0.68004 0.305893 0.259157 -5.04719 
92 2.90399 8.65163 3.5582 -5.19923 2.49612 2.4367 0.791774 -0.723071 -0.428683 -5.15738 
93 7.24602 0.903601 8.27601 1.94425 -2.46905 -0.145863 1.34276 -0.623621 0.158556 -5.19252 
94 3.03461 8.63566 8.42359 -2.36853 1.99025 -2.19918 0.00193612 -1.87805 -0.376153 -5.09176 
95 7.37338 0.941728 12.858 -0.376424 1.06415 0.854364 -0.449233 -0.55412 -0.901558 -4.94336 
96 2.88168 8.48068 12.8325 -2.22079 -0.804406 -2.04377 -0.0291899 -0.474059 -0.466893 -5.14835 
97 5.85319 3.44356 3.52761 -2.95038 2.42058 1.15125 -0.43502 0.0696082 -0.139999 -5.19831 
98 1.51981 11.099 3.53954 1.87465 -0.872376 3.84474 -0.522026 0.974283 -0.0565505 -5.0963 
99 5.77887 3.43016 8.23928 -2.00297 1.31837 0.315138 0.699504 -0.515273 -0.256941 -5.1445 
100 1.71941 10.9997 8.22954 -1.16921 -1.22315 2.10272 -1.97392 1.25938 -0.431446 -4.93268 
101 5.85213 3.3676 12.9074 -2.37156 2.49937 -0.967018 0.467511 -0.37282 -0.146253 -5.02686 
102 1.3635 11.0827 12.8787 -4.50909 -0.313293 1.65708 0.773612 0.00807173 -0.446478 -5.12449 
103 4.3001 6.04248 3.50398 4.28359 0.530208 0.748149 0.397628 -0.253196 0.0206078 -5.04478 
104 0.0173552 13.7786 3.41383 1.40879 1.23262 0.479278 0.234236 -0.994 0.123546 -5.20513 
105 4.34339 5.82186 8.12362 -1.16869 1.45704 1.92418 0.632971 1.38103 0.464799 -5.01242 
106 0.108926 13.6334 8.29094 0.971854 0.419728 3.41249 -0.695483 -1.15723 0.429186 -5.10863 
107 4.55148 5.92442 12.9416 -0.874788 1.914 -0.749344 -1.01295 0.371721 -0.21349 -5.12617 
108 0.0884074 13.8531 12.8655 -1.88577 4.01799 -1.6145 -0.634314 -1.37876 -0.0110024 -5.06615 
1 8.77333 1.60011 1.13093 -0.390932 0.00685823 -3.58575 0.56796 0.590107 -0.185455 -4.97389 
2 4.38043 9.28894 1.01299 0.805668 -0.14321 -0.405169 -0.0725133 0.340302 0.635257 -5.12205 
3 8.8279 1.67694 5.85984 -1.74817 0.927488 -0.112398 -0.350694 -0.231151 -0.412488 -5.15281 
4 4.36793 9.43351 5.85456 -5.71772 0.463986 2.9471 -0.0740536 -0.584337 0.00444424 -5.18852 
5 0.0455202 1.68195 10.6399 -1.14332 1.92552 2.30494 -0.0322754 0.195827 -0.0374063 -5.1571 
6 4.37445 9.45851 10.5145 -2.78613 0.197892 1.18342 -0.24976 -0.385247 0.40926 -5.11287 
7 7.32857 4.38441 1.13603 -2.22287 1.37345 0.666369 0.389794 -0.831893 0.24754 -5.02863 
8 3.0496 11.8289 1.18826 1.16357 -1.57682 -0.799793 -0.153101 0.469388 -0.0170079 -5.07086 
9 7.29396 4.31905 5.80576 0.282161 -0.348038 -1.93503 0.142324 -0.566024 0.187194 -5.17086 
10 3.08817 11.941 5.8303 2.29181 -4.84292 -0.150738 -0.338712 -0.220991 -0.00395643 -5.06717 
11 7.52935 4.35162 10.4694 0.505918 2.66402 2.24455 -0.460788 -0.10089 0.0869059 -5.17543 
12 2.8901 11.9501 10.5894 -0.58856 1.98702 0.376136 0.377039 0.188322 0.507948 -5.13105 
13 5.9423 6.81871 1.23768 -0.812878 -1.7966 0.243056 -0.114022 -0.180772 -0.187351 -5.09396 
14 1.57866 14.5042 1.28792 -2.48163 -6.31258 0.596353 -0.288313 -0.0165098 -0.454905 -5.18633 
15 5.92748 6.85568 5.84697 1.07696 -5.92321 -0.227507 -0.744898 -0.474362 0.0508852 -5.13609 
16 1.48811 14.3979 5.91167 0.672838 6.59439 2.01831 -0.145149 0.660291 -0.269863 -5.15478 
17 5.87888 6.89208 10.514 3.94278 2.00958 3.69292 -0.576609 -0.628912 -0.375402 -5.16181 
18 1.54796 14.5738 10.6019 -0.692486 1.7131 -0.91347 -0.398396 -0.366965 -0.128513 -5.10175 
19 2.94152 1.7307 1.11896 2.88836 1.44396 6.0287 0.1077 -0.0656368 -0.180836 -5.06133 
20 7.22501 9.38934 1.07384 6.20564 -2.15227 -0.744849 0.863045 -0.234286 0.0190811 -5.06379 
21 2.77144 1.74832 5.87154 1.08571 0.957771 2.57082 0.903906 -0.832737 0.480925 -5.17263 
22 7.44883 9.24329 5.952 3.63916 0.270085 1.38152 -0.747017 0.898434 0.261101 -4.98778 
23 2.97406 1.65708 10.497 -2.18012 -3.53952 -0.14475 0.338843 0.950698 -0.112094 -5.12909 
24 7.31673 9.22541 10.4953 3.85714 -2.02696 4.45199 0.405122 1.4334 -0.531044 -5.05886 
25 1.4056 4.19521 1.23203 -1.06299 0.309837 -2.43155 0.557513 -0.115662 -0.179779 -5.157 
26 6.00226 11.8881 1.2562 -4.07588 3.09861 -0.709104 -0.808343 0.721271 0.37059 -5.14896 
27 1.42219 4.32127 5.87361 3.87683 -1.32254 -2.67511 -0.200796 -0.218169 0.185687 -5.00872 
28 6.05281 11.7512 5.79046 -2.60974 2.26522 4.84021 -0.911764 0.551366 0.536802 -5.0832 
29 1.49807 4.36067 10.4261 2.44503 1.18781 -1.33369 0.479809 -0.710978 -0.0485594 -5.18203 
30 5.89526 11.9002 10.4534 0.266276 0.0653691 -1.42368 0.0562355 0.114065 0.0340972 -5.2155 
31 0.111866 6.78355 1.14862 -2.0976 2.15645 1.2771 -0.545107 0.719993 -0.395895 -5.06313 
32 4.4005 14.5602 1.05333 -1.02987 -3.50613 -2.72511 0.881667 -0.658948 -0.201735 -5.17227 
33 8.8066 6.70629 5.81684 1.6677 -1.60471 -1.9586 0.214046 0.810212 0.257219 -5.14182 
34 4.35934 14.4245 5.80557 3.34271 2.18416 2.71521 0.585536 0.572228 -0.0281214 -5.12868 
35 0.0391989 6.8497 10.7141 -3.83153 -2.11205 1.94022 -0.511127 -0.175139 0.11249 -5.17673 
36 4.46968 14.4543 10.58 -1.21121 -0.928669 1.16107 0.263113 0.684278 0.391744 -5.02168 
37 6.02035 1.78807 1.15063 3.6083 0.874103 0.933813 -1.1741 -0.531118 0.346865 -5.10663 
38 1.3437 9.38579 1.16233 -3.03651 -1.07507 0.448805 0.499706 -0.449302 -0.069819 -5.02929 
39 5.90411 1.6799 5.93193 -5.55574 3.75437 -0.359385 -0.816876 0.112477 0.263919 -5.14993 
40 1.31981 9.44113 5.83782 1.0291 -1.107 -2.63654 1.38295 -0.534896 -0.257758 -5.11645 
41 5.96336 1.88648 10.4442 -3.32972 -0.622284 1.36218 0.0750063 -0.726904 -0.526162 -5.07385 
42 1.47373 9.3301 10.6444 2.16822 2.41759 -0.862375 -0.380219 0.613293 -0.101459 -5.19773 
43 4.41799 4.24812 1.16617 1.65017 1.31964 -0.796501 0.0235168 -0.0593078 0.220423 -5.12409 
44 0.0597965 11.9315 1.17778 -1.00714 -4.28635 -0.300228 0.0129344 0.372847 0.225134 -5.10718 
45 4.36783 4.32374 5.9116 -0.692347 5.52158 -2.82098 0.447611 -0.0653653 0.689194 -5.21149 
46 0.0861324 11.9744 5.8865 -1.54876 0.0277465 0.469529 -0.695648 -0.589756 -0.00838491 -5.01287 
47 4.50536 4.25771 10.4582 -3.26708 1.65628 -0.603388 -0.213088 0.651569 -0.674362 -5.12497 
48 8.84794 12.0371 10.5475 2.47221 3.17466 3.41977 -0.208588 -0.610403 -0.574336 -5.05232 
49 2.99607 6.78139 1.35095 1.87414 2.87161 2.48056 -0.652662 0.403013 0.103394 -5.16126 
50 7.42459 14.4588 1.36671 3.49967 0.501544 0.851968 -0.0794441 -0.422217 -0.118328 -5.27108 
51 2.90411 6.7995 5.75399 -2.06806 -3.05599 -1.69154 -0.0139638 0.719205 -0.407698 -5.16719 
52 7.30817 14.3851 5.83795 -0.346489 -0.137458 -1.51067 0.0105064 0.110358 -0.00789698 -5.07211 
53 2.90529 6.84992 10.5649 -3.85496 2.37597 -0.908967 0.848774 -0.300245 0.327137 -5.17025 
54 7.34426 14.6023 10.4853 -2.2196 1.09822 0.00133442 0.222461 -0.592454 -0.0268557 -5.19132 
55 1.4856 0.943107 3.54282 2.26392 -4.28089 -3.48279 -0.15651 -1.06273 0.172779 -5.08965 
56 5.85442 8.56777 3.48511 0.906176 0.976757 1.76872 -0.142981 -0.581911 -0.187598 -5.15722 
57 1.49448 0.881482 8.29197 1.03157 3.41362 -1.26349 0.323697 -0.52936 0.23791 -5.05677 
58 5.89848 8.56565 8.32786 -1.10165 7.26086 0.62251 -0.0204298 0.318323 0.538932 -5.09998 
59 1.4933 0.724921 12.9369 -2.04574 -1.35676 1.30519 -0.336901 0.288803 -0.0858083 -5.09875 
60 5.87507 8.49597 12.8445 -1.79137 5.13885 -1.52495 0.20318 -0.318386 -0.228741 -5.15726 
61 8.82477 3.47964 3.52173 1.18768 -1.85848 0.220436 -0.341158 -0.606999 0.261078 -5.11856 
62 4.43003 11.0018 3.43739 -1.52097 -1.27159 1.66438 -0.0297922 0.227796 0.112774 -5.18616 
63 8.64758 3.32283 8.15695 1.78951 0.646978 -1.98412 1.26495 1.16063 -0.00992826 -5.02885 
64 4.29979 11.15 8.21294 3.14189 -0.877794 -1.7892 0.628085 -0.553811 -0.285331 -5.13453 
65 8.78167 3.41319 12.9179 -2.12335 1.139 -1.46583 0.784715 -0.411617 -0.0198638 -5.1419 
66 4.53464 11.0508 12.8932 3.15924 0.227567 -1.2479 -0.31718 -0.366599 0.190469 -5.0465 
67 7.37733 5.97195 3.41374 1.76382 2.41753 2.91472 -0.326709 -0.349243 -0.694442 -5.13203 
68 2.93872 13.6636 3.4531 -0.553725 1.69497 -2.9457 0.430029 0.519932 -0.147201 -5.10007 
69 7.44423 6.12695 8.21575 -2.53054 -1.83857 -0.426968 -0.519791 -0.600629 -0.322651 -5.05416 
70 2.98992 13.6283 8.2557 -5.73607 -2.19707 2.82961 0.0062435 0.802713 0.174328 -5.08646 
71 7.30485 5.94288 13.0594 -0.374736 0.132695 -0.0454178 0.178622 0.315363 0.0778872 -5.17736 
72 2.98181 13.4312 12.9045 0.137445 5.05547 0.702111 0.65528 0.89465 -0.131182 -5.09896 
73 4.48749 0.965854 3.43918 1.37695 -2.44251 2.17762 -0.490753 -0.859456 0.15917 -5.16979 
74 8.61047 8.55675 3.44925 -1.26034 -1.33492 -3.5355 2.01406 -0.648716 -0.0801181 -4.99459 
75 4.48785 0.836709 8.10484 5.62036 0.408305 1.22194 -0.374004 0.0950278 0.181852 -5.17567 
76 0.115894 8.60285 8.29999 -3.17656 -2.50937 0.44884 -0.504121 0.154318 -0.246423 -5.11777 
77 4.49421 0.838329 12.8062 1.67323 0.36623 1.60739 -0.272979 -0.654724 0.157588 -5.18371 
78 0.00151877 8.52963 13.0219 -1.27113 1.98711 -0.378379 0.352288 -0.135729 0.0384876 -5.16365 
79 2.82069 3.33092 3.49259 -0.033554 -1.33248 -0.116067 1.10051 0.0427076 0.109622 -5.01804 
80 7.49581 10.9979 3.57855 -1.98747 1.43196 0.704188 -0.992113 0.313224 0.247522 -5.00036 
81 2.88013 3.38288 8.30039 2.59405 1.26796 0.770802 0.149166 0.760735 0.263602 -5.19207 
82 7.42 11.0498 8.28403 -1.75795 -5.43791 -1.20672 -0.856728 0.839729 0.510604 -5.02726 
83 2.90148 3.31456 12.7776 1.34253 -1.08593 -1.87368 0.180851 -0.466431 -0.257526 -5.04343 
84 7.39775 11.0552 12.805 -4.54937 -1.71218 2.6445 0.232409 -0.112302 -0.291491 -5.20067 
85 1.57996 5.83143 3.54417 -0.67666 1.23348 1.19814 -0.827623 0.909964 -0.0420318 -4.90116 
86 5.86765 13.5308 3.59696 -0.336392 -1.39201 1.76568 0.198663 0.54321 0.315347 -5.1675 
87 1.41287 6.08057 8.10791 -0.373398 -0.760302 -1.5065 0.472263 -1.70368 -0.598356 -4.9728 
88 5.90715 13.6673 8.13273 -1.58141 0.279031 -5.02611 0.51849 -0.552502 -0.195867 -5.09725 
89 1.57449 5.77891 12.9694 1.53417 1.98961 1.71185 -1.42929 1.21847 0.199655 -5.07336 
90 6.0003 13.5889 12.8412 -0.26022 0.595776 -0.819205 -1.00627 0.512942 -0.000532877 -5.11421 
91 7.42827 0.841008 3.57732 -6.14094 0.848306 -3.04676 -0.181614 -0.653455 0.468538 -5.16167 
92 2.88008 8.43281 3.46973 2.87406 -1.50975 -1.5621 -0.542892 0.415681 0.517667 -5.18444 
93 7.46214 0.704702 8.06462 -0.590624 1.03891 -0.520035 -0.642402 0.92958 -0.32684 -5.08981 
94 2.89318 8.44181 8.00586 0.813938 2.39159 -0.527575 0.56334 1.81701 0.154015 -5.15357 
95 7.36265 0.849329 12.9464 1.45566 -4.19898 -0.22355 0.524994 0.126206 0.304092 -5.0822 
96 2.96204 8.54365 12.884 2.18866 0.817748 4.76813 -0.040228 -0.397482 -0.205969 -5.11822 
97 5.86202 3.3542 3.57987 3.56262 -3.39932 -1.29446 0.348329 0.756153 0.447043 -5.10258 
98 1.49099 11.1286 3.47129 0.571509 -3.68169 -5.08721 0.150413 -1.21424 -0.625265 -5.01077 
99 5.98953 3.35821 8.11606 0.31173 1.39204 -2.03453 -1.39964 0.313241 -0.160156 -5.02377 
100 1.30396 11.2552 8.20703 2.58148 -1.55253 -1.25877 1.37964 -1.56648 0.503406 -5.04461 
101 5.92142 3.45614 12.8223 1.73844 1.83143 -0.950797 -0.84747 0.138701 -0.147735 -5.23016 
102 1.55236 11.1003 12.9755 4.32699 -1.31242 -1.41833 -0.704347 -0.519833 -0.0729213 -5.15145 
103 4.41241 5.92487 3.58812 -0.430763 -3.09192 0.634158 0.540164 0.0071614 -0.216972 -5.10216 
104 0.0410367 13.5231 3.57854 -2.17695 -0.435473 -0.730553 -0.479479 0.970273 -0.364294 -5.09086 
105 4.53038 6.07563 8.1923 0.346586 -3.79157 -2.89656 -0.361167 -1.19587 -0.108469 -5.10401 
106 0.0480319 13.6279 8.19781 -1.42121 4.16115 -3.75223 -0.660779 0.179144 -0.547422 -5.00577 
107 4.20569 5.95955 12.8646 1.12328 -2.95319 1.13504 1.79256 0.135451 -0.190369 -5.07395 
108 8.79514 13.5609 12.8975 1.67755 -3.50483 5.28497 1.11331 -0.04633 0.0153698 -5.14377 
1 0.139509 1.71989 1.1106 0.621267 -1.81858 2.38395 -0.868444 -0.602455 0.302518 -5.18057 
2 4.58403 9.47331 1.28899 0.737281 2.10552 0.548079 -1.1591 -0.799312 -0.0623394 -5.1231 
3 8.76656 1.68897 5.74513 1.71658 -0.415141 0.480651 0.900101 0.289312 -0.316431 -5.03204 
4 4.49289 9.17647 5.88454 4.90329 1.26838 -0.945165 -0.790036 2.01806 -0.592736 -4.90881 
5 8.77597 1.82811 10.487 0.771862 -2.41368 -2.77919 0.318015 -0.865714 0.0227887 -5.09402 
6 4.43796 9.33762 10.594 6.13621 1.49293 0.864695 0.570903 1.3534 0.000271318 -5.11553 
7 7.4428 4.14851 1.17928 2.36178 -1.36301 -2.95142 -0.702513 0.160192 -0.251946 -5.19848 
8 2.92029 11.9327 1.08572 -3.63005 1.60197 -0.44033 0.0337096 -0.293995 -0.444804 -5.05238 
9 7.50239 4.18602 5.83278 0.554277 0.609555 1.85122 -0.705909 1.22183 -0.120949 -5.1352 
10 2.73754 12.0527 5.78224 -3.35365 3.82971 2.93189 1.39297 -1.28994 0.481191 -5.04508 
11 7.2311 4.23574 10.5354 -2.46011 -3.87322 -1.682 0.269821 0.770833 -0.00769374 -5.04764 
12 3.03338 12.0733 10.5726 2.00969 -0.110832 -0.711819 -0.500917 -0.510684 0.371768 -5.20315 
13 5.84163 6.85134 1.10963 2.25766 1.04472 0.366708 0.0142476 -0.383657 -0.107895 -5.18154 
14 1.44434 14.3511 1.08752 2.27047 4.66896 -0.568302 -0.0328501 0.215497 0.321871 -5.18883 
15 5.87783 6.88662 5.93678 0.186647 0.791961 0.225469 1.13996 -1.36217 0.291283 -5.04782 
16 1.49697 14.6475 5.76091 -2.65583 -4.01472 -1.69656 -0.474931 -0.662346 -0.114591 -5.04933 
17 5.78209 6.87764 10.549 -1.30629 0.890292 -4.34002 1.40681 0.332818 -0.173686 -5.00092 
18 1.27786 14.548 10.5675 -0.147659 -0.420396 0.0475229 0.765465 0.170954 0.182748 -5.0298 
19 3.03658 1.56359 1.18956 -2.8776 -3.34838 -2.62742 -0.470327 0.0219553 -0.273983 -5.04449 
20 7.33155 9.34807 1.20772 -2.51991 0.136942 1.6143 1.27717 -0.22042 0.167896 -5.03632 
21 3.04556 1.65181 5.83404 -1.06152 -0.861819 -3.79153 -1.14634 0.0712106 -0.454844 -5.08713 
22 7.30545 9.42173 5.82795 -3.53212 2.49298 -2.84532 0.880289 -0.131037 -0.431569 -5.10794 
23 2.90258 1.71337 10.5955 0.153807 3.82659 0.993407 0.261736 -0.285218 -0.171675 -5.18307 
24 7.48488 9.56887 10.6369 -5.44056 1.4144 -4.949 -1.22603 -1.52799 0.125774 -5.03785 
25 1.54614 4.25647 1.0233 2.08837 0.976584 1.62979 -0.412206 -0.0518425 -0.129951 -5.07589 
26 5.82204 11.9456 1.14634 1.70766 -4.11429 -0.51279 0.216277 -0.0459717 -0.246084 -5.08227 
27 1.4721 4.10204 5.80341 -1.02564 2.99479 -1.33213 0.186196 0.859005 0.131147 -5.27882 
28 5.81819 11.9867 5.94286 0.293171 0.688204 -3.13046 -0.196658 -0.49068 0.302664 -5.20019 
29 1.4753 4.21577 10.6749 -2.16278 -0.272601 4.59965 -0.368265 0.452582 0.292309 -5.15216 
30 5.99926 11.9821 10.5227 -1.29745 -0.652488 2.83718 -0.809305 -0.0431089 -0.39466 -5.09289 
31 8.7513 6.70704 1.12473 -0.820526 -1.25675 -1.40465 0.754216 0.80491 0.211575 -5.15531 
32 4.52178 14.4671 1.23441 -2.55066 1.26193 3.7215 -0.906582 -0.53212 0.270111 -5.13438 
33 0.0213786 6.84085 5.90275 -0.785958 -1.15471 3.3392 -0.542255 -0.295917 0.549735 -5.09697 
34 4.39232 14.506 5.98511 -0.906307 -2.11705 0.383238 0.534932 0.444401 0.450751 -5.0728 
35 -0.015197 6.78106 10.468 1.93365 2.1014 -5.64428 -0.4968 0.483135 -0.201099 -5.12153 
36 4.40918 14.5296 10.5069 -1.28913 0.979619 -1.10338 -0.218577 0.456542 -0.469324 -5.10693 
37 5.86129 1.58455 1.06798 -2.34059 -1.84836 -0.327956 1.03807 0.481896 -0.179912 -5.08414 
38 1.62847 9.32131 1.14047 3.26213 0.604624 -1.31089 -0.893416 -0.30596 0.0827842 -5.16954 
39 5.8207 1.77263 5.80863 6.58019 -2.62989 0.766954 0.373699 -0.353479 -0.249734 -5.23415 
40 1.47641 9.2791 5.79929 0.184131 0.0762804 4.85997 -0.242721 0.881101 -0.52471 -4.99938 
41 5.84772 1.65747 10.6434 0.7144 -0.00966834 1.42876 0.571669 -0.258716 0.195035 -5.08413 
42 1.4643 9.47094 10.5118 -1.63695 -2.97265 1.00195 0.200586 -0.10251 -0.104909 -5.04844 
43 4.3902 4.19571 1.08922 0.286707 -0.918267 0.124957 0.672722 -0.189276 0.226613 -5.11791 
44 8.75984 11.8036 1.1574 0.546186 0.757713 1.37932 0.372365 -0.0634093 0.440537 -5.18045 
45 4.45004 4.25937 5.75556 2.80664 -2.47438 0.732735 0.0980028 0.420091 -0.408995 -5.17778 
46 0.00487318 11.9198 5.80553 -1.32777 1.3065 -0.993221 -1.07823 0.410011 -0.516941 -5.03123 
47 4.36933 4.34618 10.6081 0.728316 -2.94462 3.43193 -0.171371 -0.754236 0.448505 -5.07576 
48 8.86005 11.9609 10.5526 -0.134965 -2.08961 -4.40316 0.935931 0.568513 0.21238 -4.93332 
49 2.92935 6.74428 1.08978 -2.32227 -2.14005 -3.16461 0.258831 0.764071 -0.218815 -5.07646 
50 7.3722 14.4786 1.10614 -1.2752 0.438318 -2.58387 0.493415 -0.00648912 -0.247838 -5.13103 
51 2.91275 6.82474 5.89477 0.786522 -1.90804 1.51468 0.0594372 -1.17155 0.359923 -5.09669 
52 7.44577 14.6784 5.7629 -0.257548 2.42796 3.77877 -0.786682 -1.09682 0.0151906 -5.1512 
53 2.94969 6.87688 10.5411 1.71647 -2.51467 3.36521 -0.728075 -0.427157 0.0459343 -5.06403 
54 7.43429 14.449 10.582 2.01647 -0.966837 0.888242 -0.940656 0.973578 0.490774 -5.0655 
55 1.39508 0.661752 3.40998 -1.00274 2.92355 1.86875 0.783826 0.23718 -0.018102 -5.10295 
56 5.91281 8.45411 3.6237 2.1869 -2.73773 -2.06343 0.407293 0.308441 0.39824 -5.08973 
57 1.48557 0.936073 8.16956 -3.17913 -2.42357 0.32574 -0.533862 0.0642793 0.0789116 -5.25478 
58 5.87929 8.41809 8.2266 2.85542 -6.0672 1.70505 0.282812 1.25589 -0.180581 -5.12209 
59 1.48394 0.900558 12.9962 0.52566 2.9226 -2.11144 -0.0601159 -0.389508 0.212751 -5.12959 
60 5.8387 8.51451 12.9228 2.9846 -0.835922 2.76319 0.48039 0.458739 -0.351736 -5.19163 
61 0.0797026 3.20007 3.40465 2.04512 1.29058 -0.935239 -0.4559 0.407973 0.424711 -5.12472 
62 4.41959 11.1101 3.64079 0.459982 1.87451 1.29416 -0.586575 -0.425636 0.305576 -5.1462 
63 0.180791 3.54532 8.23348 0.140054 0.822267 1.83986 -0.830959 -0.512819 -0.0432122 -5.05737 
64 4.44364 11.1378 8.25743 -1.65551 0.401608 1.3598 0.199289 -0.469735 0.205567 -5.13182 
65 0.0486262 3.3898 12.834 0.615456 0.403788 1.59555 -0.275478 0.136495 -0.0698711 -5.16724 
66 4.3927 11.1927 12.8129 -5.20256 -0.475719 1.33307 0.300999 -0.144931 -0.111324 -5.1908 
67 7.3428 5.89951 3.58228 -1.22328 -3.34462 -1.18272 0.627184 0.25238 0.534697 -5.21982 
68 2.9328 13.5093 3.59583 -1.45783 -3.77533 2.51399 -0.199411 0.258912 -0.0743144 -4.98443 
69 7.26715 5.90235 8.18494 0.99861 -0.548195 -0.786357 0.601194 0.0883541 0.0096775 -5.04014 
70 2.83646 13.7064 8.14835 2.72912 0.833214 -3.20777 -0.361624 -0.674368 -0.286651 -5.22268 
71 7.43378 6.02503 12.8664 1.8231 -1.56473 -0.319222 0.194732 -0.23736 0.0432121 -5.26481 
72 2.9828 13.8837 12.9131 -0.348595 -2.57845 -1.65824 -0.376307 -1.21023 -0.0672986 -5.13823 
73 4.37065 0.592873 3.54329 -1.89074 1.50584 -2.23023 -0.109238 1.41489 -0.375389 -5.13701 
74 0.089 8.48049 3.56403 1.61728 1.77041 3.06545 -1.16577 -0.0772539 0.698204 -5.09899 
75 4.41833 0.838034 8.37218 -4.2768 1.05153 0.24943 0.296298 0.108588 -0.480796 -5.25968 
76 8.76824 8.35695 8.18887 0.511208 1.05385 -1.03914 0.362038 0.298186 0.150545 -5.17468 
77 4.42927 0.896206 13.0093 -1.96257 -0.383122 -1.64258 0.266234 -0.255669 -0.778659 -5.03179 
78 0.0295577 8.51007 12.7861 -0.230209 -0.10057 0.86974 -0.882838 0.626756 -0.147361 -5.24124 
79 3.02747 3.33558 3.43493 -0.503496 1.03845 -0.896592 -0.228216 -0.232962 -0.331114 -5.13388 
80 7.25577 11.0921 3.50453 1.63439 -1.27289 -0.757459 1.29416 -0.504375 -0.181691 -4.97444 
81 3.10763 3.46067 8.19622 0.690656 -1.36579 -1.10553 -0.296165 -0.334659 0.379322 -5.08155 
82 7.53574 11.1331 8.24874 2.68622 3.40279 -0.16998 -0.829904 -1.17551 0.0258012 -5.13105 
83 2.97258 3.35299 12.9298 -0.165322 4.21793 3.10791 -0.379005 1.06724 -0.322945 -5.08093 
84 7.41367 11.1189 12.9808 2.86275 0.836078 0.316676 0.282029 -0.695805 0.151516 -5.09111 
85 1.37719 5.89306 3.38497 3.10456 -3.35169 -0.518745 0.44497 -0.217483 -0.494341 -5.25187 
86 5.86241 13.6129 3.52127 1.54304 0.82495 0.0497924 0.601934 -0.0210873 0.269662 -4.99246 
87 1.44898 5.90652 8.24788 0.0741671 -0.187902 0.870615 -0.297737 0.506743 0.170799 -5.08265 
88 5.87999 13.6711 8.22899 1.81838 2.71495 4.94947 -0.0134224 0.673034 -0.292157 -5.20862 
89 1.43541 6.07748 12.8796 -0.232146 -1.25754 -3.81982 0.539279 -1.14604 -0.0761393 -5.09511 
90 5.93203 13.698 12.9318 -0.927543 -0.187259 -0.869682 0.124043 -0.0682432 -0.353399 -5.09921 
91 7.32278 0.778646 3.39131 4.03123 0.105185 -0.289487 0.23674 -0.367571 -0.0812444 -5.20829 
92 3.04506 8.47893 3.52065 -0.0533403 -1.561 -0.0438304 -0.309781 0.209955 -0.118872 -5.16808 
93 7.34697 1.06076 8.28294 -1.07656 1.67364 -0.023978 0.230214 -1.06578 0.238828 -5.14103 
94 2.86724 8.53005 8.32303 -1.40107 -2.95786 0.859027 0.139544 0.328567 0.337805 -5.14753 
95 7.43408 0.752171 12.8244 0.487208 4.32028 -0.531529 0.0231095 0.343411 0.308244 -5.11914 
96 2.95373 8.45487 12.9574 0.0585878 1.54889 -4.36932 0.0770269 0.312868 0.0828496 -5.11994 
97 5.9447 3.39912 3.40049 -1.89165 1.53126 -0.810797 0.425701 -0.528634 -0.218923 -5.12786 
98 1.4053 11.0445 3.50163 -3.4044 3.2537 2.93692 -0.0370657 0.000735198 0.481728 -5.15837 
99 5.93657 3.50146 8.29903 -0.185967 -1.22662 2.27204 -0.217355 0.230019 0.346883 -5.12228 
100 1.50215 10.922 8.21709 -2.00056 0.589991 0.522188 0.247787 0.850636 -0.0996043 -5.17681 
101 5.93978 3.31835 12.9019 0.92369 -2.09474 2.55199 0.302414 0.254286 0.166173 -5.18429 
102 1.51706 11.0594 12.8664 -2.79072 1.39988 1.8235 0.396982 0.292062 -0.153676 -5.09611 
103 4.46755 5.90845 3.40228 -2.31049 3.91062 -0.88528 -0.617239 -0.00976332 -0.1413 -5.1965 
104 8.85611 13.6313 3.52443 0.81566 -1.49043 -1.3589 -0.698623 -0.648897 -0.077883 -5.05333 
105 4.30823 6.0657 8.25698 -1.62446 2.59005 2.16553 0.628283 -0.587185 0.0046394 -5.08174 
106 8.75525 13.6835 8.16513 0.813863 -2.63693 0.724934 0.501973 1.14324 -0.0936689 -5.08747 
107 4.53314 5.93738 12.9033 -0.625658 1.69347 -0.889558 -0.32811 -0.398863 0.137077 -5.07336 
108 0.085135 13.5795 12.9637 -0.626369 2.75583 -5.26997 -0.336134 0.768793 0.282873 -5.11208 
1 8.71297 1.58494 1.19558 -0.251069 2.46035 -0.259646 0.495502 0.943978 0.136433 -5.16006 
2 4.28049 9.26227 1.08115 -0.552065 -4.387 -0.552072 1.42751 1.20448 -0.228727 -5.05201 
3 0.161892 1.7954 5.9537 -0.854899 0.325881 -1.00887 -0.89812 -0.665197 -0.0329304 -5.0691 
4 4.35496 9.47844 5.86275 -2.38858 -3.72198 -3.89809 1.60605 -1.25622 0.232652 -4.91623 
